Id,SalePrice
1461,120422.91239552197
1462,147870.7087240673
1463,180684.73289983452
1464,197161.73705573974
1465,194540.5696275173
1466,176489.39066136733
1467,175402.97711381485
1468,167586.49960105395
1469,175338.50000316463
1470,128221.10331857522
1471,186359.64659943478
1472,92209.49156555293
1473,100359.28896540309
1474,148228.4507317265
1475,109036.8481653896
1476,382199.6786578621
1477,247960.27458596072
1478,313123.47452625027
1479,296228.92545051826
1480,490730.00817587314
1481,329793.900316232
1482,205746.6991762867
1483,179698.55910352673
1484,176818.82055263928
1485,182641.11144629042
1486,192331.65296801395
1487,334632.86350875435
1488,206024.4771250285
1489,192968.47319426047
1490,259262.25764131258
1491,189096.117506198
1492,95180.9730119252
1493,183593.46146696544
1494,287118.3002523738
1495,296609.89715672977
1496,235915.86003123736
1497,173142.63271245692
1498,168090.90475533725
1499,168572.61086941246
1500,165277.71612870347
1501,174433.21421316089
1502,165308.06460398284
1503,289958.15437564475
1504,240143.15170637972
1505,238213.48323867697
1506,183705.40983948106
1507,228994.0185804757
1508,189244.4045715337
1509,155833.50952204634
1510,143281.3669875051
1511,149051.8877483672
1512,158249.66429737874
1513,135021.73535239542
1514,179054.3902220107
1515,190556.4520000252
1516,152231.22972156893
1517,169920.04957539513
1518,129173.72085598006
1519,212853.75339779255
1520,132078.86880237362
1521,131281.30178010906
1522,167471.29248768534
1523,102837.6262122296
1524,106272.24510783864
1525,119988.63176963024
1526,121167.77374737436
1527,112649.10789567455
1528,128432.15085022224
1529,150216.2592153697
1530,175305.9374798174
1531,131454.93574293764
1532,101436.25800485053
1533,146659.43350949252
1534,113960.39606576301
1535,150008.0320401293
1536,111057.28763208601
1537,79018.7941537765
1538,163793.4119988269
1539,192660.5051836577
1540,101224.6286463255
1541,132730.6061498391
1542,145396.41586891952
1543,189121.54370278242
1544,99239.1571876659
1545,108360.06463869158
1546,149190.92737229404
1547,138916.6599392101
1548,118504.27674881602
1549,117115.58721271783
1550,143705.91777527766
1551,111932.85758643512
1552,131057.6788068999
1553,142056.8322633815
1554,111011.0842618632
1555,181952.76439154238
1556,110104.82811775981
1557,99994.42808663023
1558,97875.12696427274
1559,102739.61494792659
1560,141970.0781728742
1561,125666.15589242257
1562,131721.1033104997
1563,115107.09188195462
1564,158812.13754687965
1565,163978.10309414932
1566,247346.0802162403
1567,77920.31618931615
1568,215618.7990861494
1569,127675.6690095264
1570,143725.39047489944
1571,130441.23587361231
1572,132738.80778806796
1573,234838.7020536439
1574,125127.82606885745
1575,236443.23451940797
1576,268800.3513508083
1577,184910.33279035054
1578,144424.00483732868
1579,138708.14858941297
1580,194250.3836677468
1581,150716.0695060983
1582,125231.2980334562
1583,290427.7442827793
1584,229359.57559898953
1585,141820.47546581965
1586,70581.49096259066
1587,97520.28717723522
1588,143100.6663155188
1589,96648.08048426364
1590,128360.04870111452
1591,85427.878700048
1592,119739.8021040564
1593,118282.79788970563
1594,117149.97120171605
1595,108849.35213739527
1596,233205.76198632308
1597,220450.6654245632
1598,213673.43971789454
1599,183345.00840068073
1600,171746.175223649
1601,61339.4067191167
1602,103251.1206408224
1603,103938.03950111456
1604,281991.8080698532
1605,259898.41028620081
1606,162831.59199290723
1607,158192.35639950592
1608,233364.78348545491
1609,177492.66000905543
1610,151929.43951249955
1611,141977.90839812747
1612,173861.40112843833
1613,165735.23921179454
1614,131751.4787686203
1615,96655.27566823915
1616,79449.43100151692
1617,82738.12838798227
1618,124449.39432639183
1619,133039.22571663818
1620,187744.5755633506
1621,142508.95015548915
1622,138344.53035407607
1623,265721.98571177456
1624,228966.80611358595
1625,114328.8208079652
1626,160375.40750670194
1627,188030.36288729936
1628,289631.6091285345
1629,169652.77035777963
1630,320548.1311407753
1631,212616.30508441388
1632,239075.0072283658
1633,169462.36133239247
1634,195875.29513760054
1635,187558.16077234206
1636,159192.87600753113
1637,181620.72763858404
1638,203066.99934294418
1639,175875.47442131836
1640,232606.2886314837
1641,167767.9354360791
1642,246656.4979091024
1643,228201.86847171967
1644,222089.76242667894
1645,184661.83868776495
1646,161750.53241337882
1647,144833.72926219745
1648,128889.11317245197
1649,144729.12462923117
1650,126133.75870600392
1651,125794.33229647338
1652,92829.50168590056
1653,95383.1955193567
1654,143521.36012841246
1655,133933.84839020722
1656,143982.69732124495
1657,143744.79302285827
1658,154402.59746863667
1659,104569.39052043363
1660,164390.63510968367
1661,548052.9146757768
1662,362544.43523313163
1663,369874.56222325715
1664,553102.3881424881
1665,319536.4122433736
1666,370763.9508125805
1667,362646.18706348224
1668,358561.2108985163
1669,306682.3112226589
1670,340033.87705612043
1671,261537.95298177953
1672,425800.90426290955
1673,307771.29804304364
1674,233525.4361388855
1675,192058.87008516185
1676,193493.44042374782
1677,218029.01406559092
1678,448985.33972430864
1679,365606.6492598373
1680,335831.1850880942
1681,264893.2406586569
1682,313048.4524559627
1683,179570.74190499994
1684,180027.74518760262
1685,180000.4947239454
1686,175046.16032254833
1687,169869.13741477067
1688,191723.306132963
1689,192587.66752193935
1690,208667.94970800955
1691,195713.60096107685
1692,272745.1268198824
1693,176323.1716153457
1694,183331.9609297201
1695,155255.83267146396
1696,271203.1287134946
1697,158624.12628765055
1698,336063.73302854924
1699,315677.0438211401
1700,254370.29333113183
1701,280316.4867263974
1702,254639.6137398027
1703,259618.45007934142
1704,296008.01761768543
1705,240930.20631092304
1706,499348.3082580974
1707,227486.5765196207
1708,210771.9820538995
1709,262105.9686939723
1710,228846.7485692379
1711,286916.7947224545
1712,248125.22024166165
1713,303059.0237724573
1714,230131.35135728962
1715,209330.55192596512
1716,181190.60315173175
1717,176842.60984319306
1718,130421.65038722636
1719,215748.63046674168
1720,256618.54035820294
1721,172105.39772158992
1722,130889.07041659317
1723,172351.91490807556
1724,208330.44738811225
1725,211708.98562669888
1726,184958.757194998
1727,166572.62627467848
1728,183323.94435005996
1729,163735.8168585464
1730,153926.35681510915
1731,127038.74148152347
1732,136873.0448281108
1733,111335.13038958592
1734,128126.3937698735
1735,147239.43729985692
1736,111405.89733325076
1737,311809.75694340735
1738,236862.44795064547
1739,250485.0598276931
1740,234272.263489179
1741,204087.3383022442
1742,164933.85712066464
1743,183582.96368498995
1744,317028.73864370934
1745,203010.3634674918
1746,191936.2319908526
1747,208695.80628581624
1748,229849.4967964605
1749,153916.72559186124
1750,134112.28991766664
1751,232440.7119724937
1752,115223.97671258441
1753,132936.7713504761
1754,196173.56790501843
1755,155518.00217080177
1756,131038.72914153773
1757,119720.6761072625
1758,150269.59732481238
1759,158618.40707524598
1760,161821.66428551072
1761,168545.10676158773
1762,172624.88661014335
1763,183776.0814989674
1764,120276.69022150859
1765,158312.38713406253
1766,178018.4037642123
1767,211094.57751204143
1768,138701.959011828
1769,163722.68285932796
